Date,Instructor_ID,Class_Type,Time_Slot,Session_Duration,3Day_Free_Trial,Subscribers,Pay_Per_Session,Evaluation_Score
2024-03-22,INST015,Hip Hop,Afternoon,15MIN,2,9,2,3.77
2024-03-22,INST015,Hip Hop,Early Morning,45MIN,0,8,27,3.99
2024-03-22,INST015,Hip Hop,Afternoon,30MIN,2,6,17,3.89
2024-03-22,INST015,Aerobics,Morning,60MIN,7,25,6,4.02
2024-03-22,INST015,Aerobics,Afternoon,45MIN,2,31,5,4.02
2024-03-22,INST016,Hip Hop,Afternoon,15MIN,0,4,8,3.72
2024-03-22,INST016,Yoga,Early Morning,75MIN,2,16,6,3.84
2024-03-22,INST016,B.L.T.,Evening,15MIN,4,6,10,3.8
2024-03-22,INST016,Yoga,Early Morning,15MIN,1,8,3,3.72
2024-03-22,INST003,Myobility,Evening,45MIN,3,8,22,3.41
2024-03-22,INST003,Myobility,Morning,75MIN,4,0,6,3.18
2024-03-22,INST003,B.L.T.,Early Morning,30MIN,1,6,6,3.21
2024-03-22,INST003,B.L.T.,Evening,60MIN,9,26,2,3.45
2024-03-22,INST004,Hip Hop,Evening,75MIN,8,2,17,4.23
2024-03-22,INST004,B.L.T.,Morning,75MIN,3,34,11,4.44
2024-03-22,INST004,Hip Hop,Morning,30MIN,1,36,11,4.44
2024-03-22,INST004,Hip Hop,Early Morning,75MIN,7,10,4,4.17
2024-03-22,INST004,Hip Hop,Early Morning,15MIN,1,24,7,4.28
2024-03-22,INST004,B.L.T.,Early Morning,75MIN,7,4,6,4.13
2024-03-22,INST013,B.L.T.,Morning,45MIN,7,36,3,4.14
2024-03-22,INST013,Myobility,Afternoon,15MIN,9,28,1,4.06
2024-03-22,INST013,B.L.T.,Evening,30MIN,2,6,34,4.1
2024-03-22,INST013,Myobility,Afternoon,60MIN,9,11,3,3.91
2024-03-22,INST011,Muscle and Hustle,Afternoon,75MIN,5,23,2,4.18
2024-03-22,INST011,Muscle and Hustle,Morning,45MIN,1,13,2,4.04
2024-03-22,INST011,Muscle and Hustle,Evening,45MIN,9,8,5,4.1
2024-03-22,INST011,Muscle and Hustle,Evening,60MIN,7,5,5,4.05
2024-03-22,INST014,Hip Hop,Early Morning,75MIN,0,29,11,3.8
2024-03-22,INST014,TRX Circuit Party,Afternoon,45MIN,1,16,23,3.8
2024-03-22,INST014,Muscle and Hustle,Afternoon,30MIN,5,3,26,3.74
2024-03-22,INST014,Muscle and Hustle,Evening,75MIN,0,3,33,3.76
2024-03-22,INST014,Muscle and Hustle,Afternoon,45MIN,8,21,15,3.84
2024-03-22,INST014,Meditation,Evening,45MIN,3,30,11,3.84
2024-03-22,INST014,Muscle and Hustle,Afternoon,15MIN,0,20,10,3.7
2024-03-22,INST019,B.L.T.,Morning,75MIN,3,29,5,3.85
2024-03-22,INST019,B.L.T.,Afternoon,60MIN,2,8,18,3.76
2024-03-22,INST019,Meditation,Morning,75MIN,3,14,3,3.68
2024-03-22,INST019,B.L.T.,Evening,45MIN,2,2,14,3.66
2024-03-22,INST019,B.L.T.,Morning,45MIN,7,9,5,3.69
2024-03-22,INST019,Meditation,Evening,60MIN,6,23,4,3.81
2024-03-22,INST019,B.L.T.,Early Morning,45MIN,6,10,12,3.76
2024-03-22,INST002,B.L.T.,Morning,15MIN,2,9,13,4.08
2024-03-22,INST002,B.L.T.,Afternoon,45MIN,7,7,4,4.02
2024-03-22,INST002,B.L.T.,Evening,30MIN,2,10,15,4.11
2024-03-22,INST002,B.L.T.,Afternoon,75MIN,0,1,15,4
2024-03-22,INST002,B.L.T.,Evening,75MIN,4,24,12,4.24
2024-03-22,INST002,B.L.T.,Evening,60MIN,3,33,12,4.32
2024-03-22,INST020,Hip Hop,Evening,15MIN,6,28,8,4.34
2024-03-22,INST020,B.L.T.,Early Morning,60MIN,1,3,16,4.12
2024-03-22,INST020,Boxing,Evening,75MIN,1,6,9,4.08
2024-03-22,INST020,Boxing,Early Morning,45MIN,3,8,10,4.13
2024-03-22,INST020,B.L.T.,Early Morning,15MIN,9,31,2,4.34
2024-03-22,INST020,Boxing,Morning,75MIN,1,10,14,4.17
2024-03-22,INST020,Hip Hop,Evening,15MIN,9,5,13,4.19
2024-03-22,INST007,Meditation,Evening,45MIN,7,21,2,3.38
2024-03-22,INST007,Yoga,Afternoon,15MIN,4,14,2,3.28
2024-03-22,INST007,Aerobics,Evening,15MIN,7,18,14,3.47
2024-03-22,INST007,Aerobics,Early Morning,60MIN,7,2,1,3.18
2024-03-22,INST018,Yoga,Afternoon,75MIN,8,18,0,4.02
2024-03-22,INST018,Muscle and Hustle,Morning,45MIN,6,6,3,3.91
2024-03-22,INST018,Muscle and Hustle,Afternoon,75MIN,7,31,6,4.2
2024-03-22,INST018,Yoga,Afternoon,15MIN,0,23,11,4.1
2024-03-22,INST018,Yoga,Afternoon,15MIN,3,16,5,4
2024-03-22,INST018,Yoga,Evening,60MIN,2,19,7,4.04
2024-03-22,INST005,TRX Circuit Party,Evening,45MIN,4,15,20,3.87
2024-03-22,INST005,Aerobics,Early Morning,30MIN,5,7,4,3.64
2024-03-22,INST005,Aerobics,Morning,75MIN,4,1,22,3.75
2024-03-22,INST005,Aerobics,Early Morning,60MIN,4,9,9,3.7
2024-03-22,INST005,TRX Circuit Party,Afternoon,60MIN,7,12,11,3.78
2024-03-22,INST005,TRX Circuit Party,Afternoon,15MIN,7,6,3,3.64
2024-03-22,INST005,TRX Circuit Party,Afternoon,15MIN,2,8,11,3.69
2024-03-22,INST010,Myobility,Evening,60MIN,9,4,2,3.63
2024-03-22,INST010,B.L.T.,Evening,45MIN,6,8,27,3.89
2024-03-22,INST010,B.L.T.,Evening,30MIN,4,24,17,3.93
2024-03-22,INST010,Myobility,Morning,60MIN,9,29,1,3.87
2024-03-22,INST017,Meditation,Evening,30MIN,0,31,14,4.05
2024-03-22,INST017,Meditation,Early Morning,15MIN,6,31,8,4.05
2024-03-22,INST017,Meditation,Morning,60MIN,0,21,9,3.9
2024-03-22,INST017,Muscle and Hustle,Evening,75MIN,3,17,7,3.87
2024-03-22,INST017,Pilates,Early Morning,75MIN,0,31,14,4.05
2024-03-22,INST017,Muscle and Hustle,Morning,15MIN,2,6,17,3.85
2024-03-22,INST001,Meditation,Morning,60MIN,5,30,9,4.32
2024-03-22,INST001,Yoga,Afternoon,75MIN,7,26,5,4.26
2024-03-22,INST001,Yoga,Evening,15MIN,7,17,1,4.13
2024-03-22,INST001,Aerobics,Evening,45MIN,6,4,17,4.15
2024-03-22,INST001,Yoga,Morning,15MIN,3,32,12,4.35
2024-03-22,INST012,Pilates,Afternoon,30MIN,5,15,2,3.7
2024-03-22,INST012,Pilates,Evening,75MIN,2,30,12,3.92
2024-03-22,INST012,Yoga,Morning,30MIN,3,19,6,3.76
2024-03-22,INST008,Myobility,Morning,30MIN,5,7,17,4.13
2024-03-22,INST008,Myobility,Afternoon,60MIN,4,5,14,4.07
2024-03-22,INST008,Muscle and Hustle,Early Morning,60MIN,3,0,13,4
2024-03-22,INST009,Hip Hop,Morning,15MIN,0,0,34,3.38
2024-03-22,INST009,Hip Hop,Afternoon,45MIN,0,15,5,3.24
2024-03-22,INST009,Hip Hop,Evening,60MIN,5,2,15,3.26
2024-03-22,INST006,TRX Circuit Party,Evening,30MIN,7,15,16,3.62
2024-03-22,INST006,B.L.T.,Morning,60MIN,0,5,6,3.35
2024-03-22,INST006,B.L.T.,Afternoon,15MIN,8,2,2,3.36
2024-03-22,INST006,B.L.T.,Evening,45MIN,8,11,2,3.45
2024-03-22,INST006,B.L.T.,Afternoon,75MIN,7,22,5,3.58
2024-03-22,INST006,Myobility,Afternoon,30MIN,1,13,23,3.61
2024-03-23,INST009,Boxing,Afternoon,30MIN,5,9,9,3.27
2024-03-23,INST009,Boxing,Evening,60MIN,5,12,15,3.36
2024-03-23,INST009,Hip Hop,Afternoon,15MIN,8,13,1,3.26
2024-03-23,INST009,Hip Hop,Evening,45MIN,6,19,2,3.31
2024-03-23,INST009,Boxing,Afternoon,15MIN,4,7,7,3.22
2024-03-23,INST002,B.L.T.,Evening,30MIN,1,35,6,4.26
2024-03-23,INST002,B.L.T.,Early Morning,75MIN,3,18,24,4.29
2024-03-23,INST002,B.L.T.,Early Morning,15MIN,6,8,7,4.05
2024-03-23,INST003,Myobility,Early Morning,60MIN,4,5,28,3.45
2024-03-23,INST003,Myobility,Evening,45MIN,2,14,5,3.29
2024-03-23,INST003,B.L.T.,Morning,45MIN,9,8,8,3.33
2024-03-23,INST003,Myobility,Afternoon,30MIN,7,6,3,3.24
2024-03-23,INST003,Myobility,Evening,45MIN,0,24,12,3.44
2024-03-23,INST003,B.L.T.,Afternoon,30MIN,5,6,3,3.22
2024-03-23,INST003,B.L.T.,Morning,60MIN,4,16,20,3.48
2024-03-23,INST020,Boxing,Early Morning,15MIN,0,17,26,4.35
2024-03-23,INST020,Hip Hop,Evening,15MIN,4,7,17,4.2
2024-03-23,INST020,Boxing,Early Morning,15MIN,1,9,13,4.15
2024-03-23,INST020,TRX Circuit Party,Afternoon,75MIN,2,16,22,4.32
2024-03-23,INST020,Hip Hop,Evening,15MIN,6,0,13,4.11
2024-03-23,INST020,Boxing,Evening,45MIN,4,6,7,4.09
2024-03-23,INST006,Hip Hop,Early Morning,45MIN,3,11,10,3.48
2024-03-23,INST006,TRX Circuit Party,Evening,45MIN,4,16,22,3.66
2024-03-23,INST006,B.L.T.,Evening,15MIN,4,0,5,3.33
2024-03-23,INST007,Aerobics,Afternoon,60MIN,9,1,16,3.34
2024-03-23,INST007,Aerobics,Evening,75MIN,8,1,19,3.36
2024-03-23,INST007,Aerobics,Evening,75MIN,9,2,5,3.24
2024-03-23,INST018,Yoga,Evening,75MIN,2,15,5,3.98
2024-03-23,INST018,Muscle and Hustle,Early Morning,45MIN,3,29,3,4.11
2024-03-23,INST018,Muscle and Hustle,Afternoon,60MIN,3,7,20,4.06
2024-03-23,INST018,Yoga,Afternoon,15MIN,0,30,14,4.2
2024-03-23,INST018,Muscle and Hustle,Afternoon,30MIN,5,17,16,4.14
2024-03-23,INST018,Muscle and Hustle,Morning,15MIN,6,2,24,4.08
2024-03-23,INST015,Aerobics,Evening,60MIN,4,34,9,4.11
2024-03-23,INST015,Hip Hop,Early Morning,45MIN,4,20,15,4.03
2024-03-23,INST015,Hip Hop,Evening,30MIN,8,0,20,3.92
2024-03-23,INST015,Hip Hop,Morning,30MIN,8,20,1,3.93
2024-03-23,INST001,Meditation,Early Morning,45MIN,1,13,5,4.07
2024-03-23,INST001,B.L.T.,Morning,15MIN,8,36,2,4.34
2024-03-23,INST019,B.L.T.,Afternoon,60MIN,1,30,8,3.87
2024-03-23,INST019,Meditation,Morning,75MIN,6,20,3,3.77
2024-03-23,INST019,Meditation,Afternoon,60MIN,5,11,0,3.64
2024-03-23,INST019,B.L.T.,Morning,45MIN,0,7,33,3.88
2024-03-23,INST019,B.L.T.,Afternoon,45MIN,8,0,30,3.86
2024-03-23,INST013,Myobility,Morning,45MIN,1,20,5,3.94
2024-03-23,INST013,B.L.T.,Afternoon,15MIN,3,12,27,4.1
2024-03-23,INST013,Myobility,Morning,30MIN,5,2,12,3.87
2024-03-23,INST013,B.L.T.,Morning,45MIN,3,10,8,3.89
2024-03-23,INST016,Yoga,Evening,60MIN,2,17,6,3.85
2024-03-23,INST016,Hip Hop,Evening,60MIN,6,7,5,3.78
2024-03-23,INST016,Hip Hop,Early Morning,30MIN,2,1,11,3.74
2024-03-23,INST008,Myobility,Afternoon,15MIN,4,27,16,4.31
2024-03-23,INST008,Myobility,Early Morning,30MIN,1,16,13,4.14
2024-03-23,INST008,Muscle and Hustle,Afternoon,30MIN,5,12,16,4.17
2024-03-23,INST004,Hip Hop,Afternoon,75MIN,6,26,11,4.39
2024-03-23,INST004,B.L.T.,Afternoon,30MIN,0,10,25,4.31
2024-03-23,INST004,Hip Hop,Morning,15MIN,1,14,6,4.17
2024-03-23,INST004,Hip Hop,Afternoon,45MIN,9,9,10,4.24
2024-03-23,INST004,B.L.T.,Afternoon,15MIN,9,6,12,4.23
2024-03-23,INST014,TRX Circuit Party,Afternoon,45MIN,4,9,10,3.63
2024-03-23,INST014,Meditation,Evening,60MIN,1,11,5,3.57
2024-03-23,INST014,Hip Hop,Morning,30MIN,3,10,1,3.54
2024-03-23,INST014,Muscle and Hustle,Early Morning,75MIN,6,12,1,3.59
2024-03-23,INST012,Pilates,Early Morning,75MIN,5,24,6,3.83
2024-03-23,INST012,Meditation,Early Morning,30MIN,7,18,2,3.75
2024-03-23,INST012,Meditation,Afternoon,60MIN,5,20,4,3.77
2024-03-23,INST012,Aerobics,Afternoon,30MIN,8,2,21,3.79
2024-03-23,INST005,TRX Circuit Party,Afternoon,30MIN,1,17,26,3.92
2024-03-23,INST005,TRX Circuit Party,Afternoon,75MIN,5,14,16,3.83
2024-03-23,INST005,Aerobics,Morning,15MIN,0,17,8,3.73
2024-03-23,INST005,TRX Circuit Party,Morning,15MIN,1,16,24,3.89
2024-03-23,INST005,Aerobics,Morning,60MIN,3,17,25,3.93
2024-03-23,INST005,TRX Circuit Party,Afternoon,15MIN,8,6,1,3.63
2024-03-23,INST005,TRX Circuit Party,Afternoon,60MIN,7,8,7,3.7
2024-03-23,INST011,Muscle and Hustle,Morning,15MIN,2,0,41,4.31
2024-03-23,INST011,Yoga,Afternoon,45MIN,1,12,5,4.06
2024-03-23,INST011,Muscle and Hustle,Early Morning,15MIN,3,9,12,4.12
2024-03-23,INST017,Meditation,Early Morning,30MIN,2,16,5,3.83
2024-03-23,INST017,Meditation,Afternoon,45MIN,2,26,10,3.98
2024-03-23,INST017,Meditation,Evening,60MIN,1,16,7,3.84
2024-03-23,INST017,Muscle and Hustle,Early Morning,15MIN,1,3,36,4
2024-03-23,INST017,Meditation,Evening,45MIN,3,10,2,3.75
2024-03-23,INST010,Myobility,Afternoon,45MIN,9,10,16,3.83
2024-03-23,INST010,Myobility,Evening,60MIN,1,18,14,3.81
2024-03-23,INST010,B.L.T.,Afternoon,45MIN,7,22,10,3.87
2024-03-23,INST010,Myobility,Early Morning,75MIN,8,4,2,3.62
2024-03-23,INST010,B.L.T.,Early Morning,30MIN,4,14,19,3.85
2024-03-23,INST010,Myobility,Afternoon,45MIN,0,2,31,3.81
2024-03-23,INST010,B.L.T.,Early Morning,60MIN,9,5,14,3.76
2024-03-24,INST019,Meditation,Evening,75MIN,5,18,4,3.75
2024-03-24,INST019,Meditation,Evening,75MIN,3,25,9,3.85
2024-03-24,INST019,Meditation,Morning,15MIN,2,31,12,3.93
2024-03-24,INST019,B.L.T.,Afternoon,60MIN,3,6,5,3.62
2024-03-24,INST018,Yoga,Evening,30MIN,1,23,10,4.1
2024-03-24,INST018,Muscle and Hustle,Morning,45MIN,2,10,8,3.96
2024-03-24,INST018,Yoga,Early Morning,15MIN,8,32,6,4.22
2024-03-24,INST018,Muscle and Hustle,Afternoon,75MIN,0,16,14,4.06
2024-03-24,INST020,TRX Circuit Party,Afternoon,60MIN,8,10,9,4.19
2024-03-24,INST020,TRX Circuit Party,Morning,75MIN,5,10,11,4.18
2024-03-24,INST020,B.L.T.,Early Morning,30MIN,4,9,22,4.27
2024-03-24,INST020,TRX Circuit Party,Morning,15MIN,2,13,19,4.26
2024-03-24,INST009,Muscle and Hustle,Evening,45MIN,4,4,3,3.15
2024-03-24,INST009,Muscle and Hustle,Afternoon,75MIN,1,2,29,3.36
2024-03-24,INST009,Hip Hop,Morning,45MIN,4,2,6,3.16
2024-03-24,INST005,Aerobics,Early Morning,30MIN,9,12,5,3.74
2024-03-24,INST005,Aerobics,Early Morning,45MIN,0,9,5,3.62
2024-03-24,INST005,Aerobics,Morning,15MIN,3,28,5,3.84
2024-03-24,INST005,Aerobics,Early Morning,30MIN,3,3,13,3.67
2024-03-24,INST006,B.L.T.,Early Morning,60MIN,0,12,19,3.55
2024-03-24,INST006,Hip Hop,Afternoon,75MIN,0,18,9,3.51
2024-03-24,INST006,Hip Hop,Morning,30MIN,6,0,28,3.58
2024-03-24,INST006,Myobility,Early Morning,60MIN,0,21,7,3.52
2024-03-24,INST006,Myobility,Afternoon,60MIN,2,26,4,3.56
2024-03-24,INST006,Myobility,Evening,60MIN,5,19,10,3.58
2024-03-24,INST006,Myobility,Early Morning,75MIN,1,3,25,3.53
2024-03-24,INST008,Muscle and Hustle,Early Morning,75MIN,6,16,5,4.11
2024-03-24,INST008,Muscle and Hustle,Evening,60MIN,2,15,3,4.04
2024-03-24,INST008,Muscle and Hustle,Morning,15MIN,0,9,13,4.06
2024-03-24,INST017,Pilates,Afternoon,45MIN,2,31,12,4.05
2024-03-24,INST017,Muscle and Hustle,Evening,75MIN,7,10,17,3.94
2024-03-24,INST015,Hip Hop,Evening,45MIN,1,0,17,3.82
2024-03-24,INST015,Hip Hop,Morning,15MIN,8,28,11,4.11
2024-03-24,INST015,Aerobics,Evening,15MIN,1,13,21,3.99
2024-03-24,INST015,Hip Hop,Morning,30MIN,1,18,10,3.93
2024-03-24,INST015,Aerobics,Early Morning,15MIN,5,27,12,4.08
2024-03-24,INST015,Aerobics,Evening,15MIN,9,8,3,3.84
2024-03-24,INST015,Hip Hop,Evening,75MIN,7,5,22,3.98
2024-03-24,INST013,B.L.T.,Early Morning,75MIN,8,0,6,3.82
2024-03-24,INST013,Myobility,Morning,75MIN,8,1,22,3.99
2024-03-24,INST013,Myobility,Morning,45MIN,2,15,23,4.08
2024-03-24,INST013,Myobility,Afternoon,75MIN,5,13,24,4.1
2024-03-24,INST013,B.L.T.,Morning,75MIN,5,1,7,3.81
2024-03-24,INST011,Yoga,Afternoon,15MIN,0,25,12,4.25
2024-03-24,INST011,Muscle and Hustle,Afternoon,60MIN,7,6,24,4.25
2024-03-24,INST011,Muscle and Hustle,Afternoon,30MIN,3,6,17,4.14
2024-03-24,INST011,Yoga,Evening,30MIN,6,25,5,4.24
2024-03-24,INST007,Aerobics,Evening,60MIN,3,2,17,3.3
2024-03-24,INST007,Yoga,Early Morning,75MIN,4,9,1,3.22
2024-03-24,INST007,Meditation,Morning,30MIN,4,9,0,3.21
2024-03-24,INST007,Aerobics,Evening,60MIN,1,14,6,3.29
2024-03-24,INST007,Yoga,Afternoon,75MIN,1,23,9,3.41
2024-03-24,INST007,Aerobics,Evening,75MIN,4,0,17,3.29
2024-03-24,INST016,Hip Hop,Evening,30MIN,1,18,3,3.82
2024-03-24,INST016,Yoga,Morning,45MIN,2,11,3,3.76
2024-03-24,INST016,Yoga,Morning,30MIN,6,25,6,3.97
2024-03-24,INST016,Yoga,Morning,75MIN,3,13,3,3.79
2024-03-24,INST016,B.L.T.,Early Morning,75MIN,8,5,11,3.84
2024-03-24,INST016,B.L.T.,Morning,30MIN,4,6,34,4.04
2024-03-24,INST012,Aerobics,Early Morning,60MIN,5,14,14,3.81
2024-03-24,INST012,Pilates,Evening,75MIN,7,17,1,3.73
2024-03-24,INST012,Pilates,Evening,60MIN,6,16,2,3.72
2024-03-24,INST012,Meditation,Evening,45MIN,3,9,2,3.62
2024-03-24,INST002,B.L.T.,Evening,45MIN,6,11,11,4.12
2024-03-24,INST002,B.L.T.,Afternoon,75MIN,2,8,5,3.99
2024-03-24,INST002,B.L.T.,Afternoon,30MIN,7,1,7,3.99
2024-03-24,INST002,B.L.T.,Morning,45MIN,6,19,24,4.33
2024-03-24,INST002,B.L.T.,Early Morning,60MIN,1,13,20,4.18
2024-03-24,INST014,Hip Hop,Afternoon,75MIN,1,6,27,3.74
2024-03-24,INST014,Muscle and Hustle,Evening,45MIN,4,7,25,3.76
2024-03-24,INST014,TRX Circuit Party,Afternoon,15MIN,7,8,5,3.6
2024-03-24,INST014,Meditation,Afternoon,75MIN,7,16,1,3.64
2024-03-24,INST014,TRX Circuit Party,Morning,60MIN,7,13,13,3.73
2024-03-24,INST001,Meditation,Early Morning,15MIN,8,24,3,4.23
2024-03-24,INST001,Yoga,Evening,45MIN,3,28,10,4.29
2024-03-24,INST001,Meditation,Morning,45MIN,4,25,8,4.25
2024-03-24,INST001,Yoga,Afternoon,45MIN,0,30,14,4.32
2024-03-24,INST001,B.L.T.,Afternoon,60MIN,2,30,12,4.32
2024-03-24,INST004,Hip Hop,Evening,30MIN,5,0,21,4.22
2024-03-24,INST004,B.L.T.,Early Morning,75MIN,8,3,30,4.37
2024-03-24,INST004,B.L.T.,Afternoon,75MIN,6,6,9,4.17
2024-03-24,INST004,B.L.T.,Early Morning,15MIN,3,7,11,4.17
2024-03-24,INST004,Hip Hop,Morning,15MIN,0,11,22,4.29
2024-03-24,INST004,B.L.T.,Afternoon,75MIN,3,13,35,4.47
2024-03-24,INST003,B.L.T.,Morning,45MIN,9,6,8,3.31
2024-03-24,INST003,B.L.T.,Morning,75MIN,9,0,11,3.28
2024-03-24,INST003,Myobility,Morning,45MIN,1,12,11,3.32
2024-03-24,INST003,B.L.T.,Evening,60MIN,7,2,21,3.38
2024-03-24,INST003,Aerobics,Early Morning,75MIN,2,13,11,3.34
2024-03-24,INST003,Myobility,Evening,15MIN,5,4,7,3.24
2024-03-24,INST010,B.L.T.,Afternoon,15MIN,1,29,7,3.85
2024-03-24,INST010,B.L.T.,Morning,45MIN,4,1,38,3.91
2024-03-24,INST010,B.L.T.,Early Morning,45MIN,1,10,12,3.71
2024-03-25,INST019,Meditation,Evening,60MIN,9,28,4,3.89
2024-03-25,INST019,B.L.T.,Evening,30MIN,0,30,2,3.8
2024-03-25,INST019,B.L.T.,Morning,15MIN,9,1,14,3.72
2024-03-25,INST019,B.L.T.,Morning,60MIN,6,14,1,3.69
2024-03-25,INST019,B.L.T.,Early Morning,15MIN,1,5,7,3.61
2024-03-25,INST010,B.L.T.,Afternoon,15MIN,5,3,4,3.6
2024-03-25,INST010,B.L.T.,Early Morning,45MIN,6,3,6,3.63
2024-03-25,INST010,Myobility,Morning,75MIN,1,31,6,3.86
2024-03-25,INST010,B.L.T.,Early Morning,60MIN,2,12,22,3.84
2024-03-25,INST010,Myobility,Afternoon,45MIN,4,22,5,3.79
2024-03-25,INST010,B.L.T.,Early Morning,30MIN,0,14,3,3.65
2024-03-25,INST016,B.L.T.,Evening,45MIN,4,23,14,4.01
2024-03-25,INST016,B.L.T.,Afternoon,60MIN,1,9,8,3.78
2024-03-25,INST016,Hip Hop,Afternoon,45MIN,2,37,5,4.04
2024-03-25,INST016,Yoga,Evening,15MIN,2,16,5,3.83
2024-03-25,INST016,Hip Hop,Early Morning,60MIN,8,14,24,4.06
2024-03-25,INST016,Hip Hop,Early Morning,75MIN,2,22,6,3.9
2024-03-25,INST014,Meditation,Early Morning,60MIN,4,14,2,3.6
2024-03-25,INST014,TRX Circuit Party,Afternoon,45MIN,6,17,20,3.83
2024-03-25,INST014,Meditation,Morning,75MIN,1,25,10,3.76
2024-03-25,INST014,Hip Hop,Afternoon,15MIN,4,7,18,3.69
2024-03-25,INST014,Hip Hop,Morning,45MIN,1,5,6,3.52
2024-03-25,INST014,Muscle and Hustle,Early Morning,60MIN,6,7,2,3.55
2024-03-25,INST014,Hip Hop,Morning,75MIN,0,21,12,3.73
2024-03-25,INST003,Myobility,Evening,45MIN,8,11,5,3.32
2024-03-25,INST003,Aerobics,Evening,60MIN,4,30,3,3.45
2024-03-25,INST003,Myobility,Evening,45MIN,6,9,7,3.3
2024-03-25,INST003,TRX Circuit Party,Evening,15MIN,2,14,19,3.43
2024-03-25,INST001,Meditation,Afternoon,75MIN,3,28,10,4.29
2024-03-25,INST001,Meditation,Morning,45MIN,8,18,1,4.15
2024-03-25,INST001,Aerobics,Evening,75MIN,6,23,8,4.25
2024-03-25,INST001,Yoga,Evening,15MIN,4,11,2,4.05
2024-03-25,INST001,Meditation,Evening,75MIN,7,15,0,4.1
2024-03-25,INST004,B.L.T.,Early Morning,75MIN,7,24,6,4.33
2024-03-25,INST004,Hip Hop,Early Morning,60MIN,5,30,6,4.37
2024-03-25,INST004,Hip Hop,Morning,45MIN,3,36,2,4.37
2024-03-25,INST004,B.L.T.,Afternoon,30MIN,4,4,20,4.24
2024-03-25,INST009,Muscle and Hustle,Evening,60MIN,1,25,9,3.39
2024-03-25,INST009,Boxing,Early Morning,45MIN,6,14,15,3.39
2024-03-25,INST009,Muscle and Hustle,Afternoon,60MIN,2,0,4,3.1
2024-03-25,INST009,Hip Hop,Morning,45MIN,6,2,1,3.13
2024-03-25,INST005,Aerobics,Morning,15MIN,9,13,1,3.71
2024-03-25,INST005,Aerobics,Evening,30MIN,3,15,2,3.68
2024-03-25,INST005,TRX Circuit Party,Afternoon,45MIN,4,10,11,3.73
2024-03-25,INST005,Aerobics,Afternoon,60MIN,4,23,2,3.77
2024-03-25,INST005,Aerobics,Early Morning,30MIN,4,17,24,3.93
2024-03-25,INST005,Aerobics,Afternoon,60MIN,8,0,3,3.59
2024-03-25,INST005,Aerobics,Early Morning,60MIN,3,20,8,3.79
2024-03-25,INST011,Yoga,Afternoon,60MIN,4,24,7,4.23
2024-03-25,INST011,Muscle and Hustle,Afternoon,30MIN,7,1,18,4.14
2024-03-25,INST011,Muscle and Hustle,Morning,75MIN,7,22,6,4.23
2024-03-25,INST011,Yoga,Afternoon,45MIN,4,28,8,4.28
2024-03-25,INST011,Muscle and Hustle,Afternoon,60MIN,4,29,6,4.27
2024-03-25,INST011,Yoga,Evening,45MIN,7,24,4,4.23
2024-03-25,INST011,Muscle and Hustle,Evening,60MIN,2,20,23,4.33
2024-03-25,INST006,TRX Circuit Party,Afternoon,15MIN,6,14,15,3.59
2024-03-25,INST006,TRX Circuit Party,Evening,30MIN,3,7,9,3.43
2024-03-25,INST006,TRX Circuit Party,Morning,45MIN,6,10,9,3.49
2024-03-25,INST002,B.L.T.,Afternoon,15MIN,5,11,13,4.13
2024-03-25,INST002,B.L.T.,Early Morning,45MIN,0,10,35,4.29
2024-03-25,INST002,B.L.T.,Evening,15MIN,6,8,6,4.04
2024-03-25,INST002,B.L.T.,Evening,75MIN,9,5,16,4.14
2024-03-25,INST002,B.L.T.,Morning,45MIN,3,8,22,4.17
2024-03-25,INST002,B.L.T.,Afternoon,45MIN,6,18,21,4.29
2024-03-25,INST018,Yoga,Early Morning,75MIN,1,10,4,3.91
2024-03-25,INST018,Muscle and Hustle,Evening,45MIN,2,26,6,4.1
2024-03-25,INST018,Yoga,Evening,15MIN,0,14,6,3.96
2024-03-25,INST018,Muscle and Hustle,Evening,15MIN,1,25,17,4.19
2024-03-25,INST018,Muscle and Hustle,Evening,15MIN,5,8,20,4.09
2024-03-25,INST018,Muscle and Hustle,Early Morning,60MIN,7,22,15,4.2
2024-03-25,INST018,Yoga,Early Morning,15MIN,0,26,12,4.14
2024-03-25,INST017,Pilates,Early Morning,60MIN,2,21,7,3.9
2024-03-25,INST017,Pilates,Afternoon,75MIN,0,11,6,3.77
2024-03-25,INST017,Meditation,Evening,75MIN,5,13,1,3.79
2024-03-25,INST007,Aerobics,Morning,75MIN,4,6,4,3.22
2024-03-25,INST007,Meditation,Afternoon,15MIN,3,22,7,3.4
2024-03-25,INST007,Meditation,Morning,15MIN,3,7,1,3.19
2024-03-25,INST007,Aerobics,Afternoon,75MIN,4,1,27,3.4
2024-03-25,INST007,Yoga,Evening,60MIN,3,9,2,3.22
2024-03-25,INST013,B.L.T.,Evening,30MIN,3,37,2,4.1
2024-03-25,INST013,B.L.T.,Afternoon,75MIN,6,5,36,4.15
2024-03-25,INST013,B.L.T.,Early Morning,60MIN,0,11,4,3.83
2024-03-25,INST013,Myobility,Evening,30MIN,6,22,2,3.98
2024-03-25,INST012,Aerobics,Afternoon,15MIN,0,1,15,3.64
2024-03-25,INST012,Aerobics,Morning,45MIN,5,33,3,3.89
2024-03-25,INST012,Meditation,Morning,75MIN,3,25,9,3.85
